Time;EUA_CO2 [Euro/t]
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
02-07-2020 00:00;80.0
